id,area_kmsq,nitf:primary_image_identifier,nitf:auxiliary_image_identifier,nitf:source,mission,datetime,eo:cloud_cover,annotated_sites
20NOV09094246-M1BS-014418337010_01_P002,270.9379462,M1ABF8B200,09NOV20WV020700020NOV09094246-M1BS-014418337010_01_P002,VNIR: 10300500ABF8B200,WV02,2020-11-09T09:42:46Z,0,
20NOV09094254-P1BS-014418335010_01_P001,241.6120663,P1ABF8B300,09NOV20WV020700020NOV09094254-P1BS-014418335010_01_P001,VNIR: 10300500ABF8B300,WV02,2020-11-09T09:42:54Z,0,
20NOV09094254-M1BS-014418335010_01_P001,242.3701222,M1ABF8B300,09NOV20WV020700020NOV09094254-M1BS-014418335010_01_P001,VNIR: 10300500ABF8B300,WV02,2020-11-09T09:42:54Z,0,
20NOV09094255-P1BS-014418335010_01_P003,116.8366808,P1ABF8B300,09NOV20WV020700020NOV09094255-P1BS-014418335010_01_P003,VNIR: 10300500ABF8B300,WV02,2020-11-09T09:42:55Z,0,
20NOV09094255-P1BS-014418335010_01_P002,258.4415602,P1ABF8B300,09NOV20WV020700020NOV09094255-P1BS-014418335010_01_P002,VNIR: 10300500ABF8B300,WV02,2020-11-09T09:42:55Z,0,
20NOV09094255-M1BS-014418335010_01_P003,117.2221858,M1ABF8B300,09NOV20WV020700020NOV09094255-M1BS-014418335010_01_P003,VNIR: 10300500ABF8B300,WV02,2020-11-09T09:42:55Z,0,
20NOV09094255-M1BS-014418335010_01_P002,259.0932837,M1ABF8B300,09NOV20WV020700020NOV09094255-M1BS-014418335010_01_P002,VNIR: 10300500ABF8B300,WV02,2020-11-09T09:42:55Z,0,"LT_R001_0010, LT_R001_0056, LT_R001_0131"
20NOV09103743-P1BS-014445322010_01_P002,187.1200559,P12BDC3300,09NOV20WV030700020NOV09103743-P1BS-014445322010_01_P002,VNIR: 104005002BDC3300,WV03,2020-11-09T10:37:43Z,23,
20NOV09103743-M1BS-014445322010_01_P002,187.5952138,M12BDC3300,09NOV20WV030700020NOV09103743-M1BS-014445322010_01_P002,VNIR: 104005002BDC3300,WV03,2020-11-09T10:37:43Z,23,
20NOV09103745-P1BS-014445322010_01_P003,186.7309236,P12BDC3300,09NOV20WV030700020NOV09103745-P1BS-014445322010_01_P003,VNIR: 104005002BDC3300,WV03,2020-11-09T10:37:45Z,0,CH_R002_0039
20NOV09103745-M1BS-014445322010_01_P003,187.2034758,M12BDC3300,09NOV20WV030700020NOV09103745-M1BS-014445322010_01_P003,VNIR: 104005002BDC3300,WV03,2020-11-09T10:37:45Z,0,"CH_R002_0010, CH_R002_0015, CH_R002_0024"
20NOV09103746-P1BS-014445322010_01_P004,186.0928085,P12BDC3300,09NOV20WV030700020NOV09103746-P1BS-014445322010_01_P004,VNIR: 104005002BDC3300,WV03,2020-11-09T10:37:46Z,0,
20NOV09103746-M1BS-014445322010_01_P004,186.7165842,M12BDC3300,09NOV20WV030700020NOV09103746-M1BS-014445322010_01_P004,VNIR: 104005002BDC3300,WV03,2020-11-09T10:37:46Z,0,
20NOV11144003-P1BS-015629476010_01_P001,216.3963318,P163088900,11NOV20WV031100020NOV11144003-P1BS-015629476010_01_P001,VNIR: 1040010063088900,WV03,2020-11-11T14:40:03Z,11,
20NOV11144003-M1BS-015629476010_01_P001,216.8842109,M163088900,11NOV20WV031100020NOV11144003-M1BS-015629476010_01_P001,VNIR: 1040010063088900,WV03,2020-11-11T14:40:03Z,11,
20NOV11173729-P1BS-014486816010_01_P001,217.3325124,P16258CE00,11NOV20WV031300020NOV11173729-P1BS-014486816010_01_P001,"VNIR: 104001006258CE00, SWIR: 104A01006258CE00",WV03,2020-11-11T17:37:29Z,0,
20NOV11173729-M1BS-014486816010_01_P001,217.9684915,M16258CE00,11NOV20WV031300020NOV11173729-M1BS-014486816010_01_P001,"VNIR: 104001006258CE00, SWIR: 104A01006258CE00",WV03,2020-11-11T17:37:29Z,0,
20NOV11173729-A1BS-014486776010_01_P001,266.2877392,A16258CE00,11NOV20WV031300020NOV11173729-A1BS-014486776010_01_P001,"SWIR: 104A01006258CE00, VNIR: 104001006258CE00",WV03,2020-11-11T17:37:29Z,0,
20NOV11173730-P1BS-014486816010_01_P002,238.4841346,P16258CE00,11NOV20WV031300020NOV11173730-P1BS-014486816010_01_P002,"VNIR: 104001006258CE00, SWIR: 104A01006258CE00",WV03,2020-11-11T17:37:30Z,0,
20NOV11173730-M1BS-014486816010_01_P002,239.4404111,M16258CE00,11NOV20WV031300020NOV11173730-M1BS-014486816010_01_P002,"VNIR: 104001006258CE00, SWIR: 104A01006258CE00",WV03,2020-11-11T17:37:30Z,0,
20NOV11173731-P1BS-014486816010_01_P003,137.2721243,P16258CE00,11NOV20WV031300020NOV11173731-P1BS-014486816010_01_P003,"VNIR: 104001006258CE00, SWIR: 104A01006258CE00",WV03,2020-11-11T17:37:31Z,0,
20NOV11173731-M1BS-014486816010_01_P003,137.5506595,M16258CE00,11NOV20WV031300020NOV11173731-M1BS-014486816010_01_P003,"VNIR: 104001006258CE00, SWIR: 104A01006258CE00",WV03,2020-11-11T17:37:31Z,0,
20NOV11173823-P1BS-014486815010_01_P001,242.8922569,P163877000,11NOV20WV031300020NOV11173823-P1BS-014486815010_01_P001,"VNIR: 1040010063877000, SWIR: 104A010063877000",WV03,2020-11-11T17:38:23Z,0,
20NOV11173823-M1BS-014486815010_01_P001,243.5363762,M163877000,11NOV20WV031300020NOV11173823-M1BS-014486815010_01_P001,"VNIR: 1040010063877000, SWIR: 104A010063877000",WV03,2020-11-11T17:38:23Z,0,US_R006_0014
20NOV11173823-A1BS-014486774010_01_P001,289.592807,A163877000,11NOV20WV031300020NOV11173823-A1BS-014486774010_01_P001,"SWIR: 104A010063877000, VNIR: 1040010063877000",WV03,2020-11-11T17:38:23Z,0,
20NOV11173824-P1BS-014486815010_01_P002,264.839122,P163877000,11NOV20WV031300020NOV11173824-P1BS-014486815010_01_P002,"VNIR: 1040010063877000, SWIR: 104A010063877000",WV03,2020-11-11T17:38:24Z,0,
20NOV11173824-M1BS-014486815010_01_P002,265.5407936,M163877000,11NOV20WV031300020NOV11173824-M1BS-014486815010_01_P002,"VNIR: 1040010063877000, SWIR: 104A010063877000",WV03,2020-11-11T17:38:24Z,0,US_R006_0052
20NOV11173826-P1BS-014486815010_01_P003,139.0941464,P163877000,11NOV20WV031300020NOV11173826-P1BS-014486815010_01_P003,"VNIR: 1040010063877000, SWIR: 104A010063877000",WV03,2020-11-11T17:38:26Z,0,
20NOV11173826-M1BS-014486815010_01_P003,139.1166326,M163877000,11NOV20WV031300020NOV11173826-M1BS-014486815010_01_P003,"VNIR: 1040010063877000, SWIR: 104A010063877000",WV03,2020-11-11T17:38:26Z,0,
20NOV11183729-P1BS-014480826010_01_P004,239.2211288,P1B06B5600,11NOV20WV021300020NOV11183729-P1BS-014480826010_01_P004,VNIR: 10300100B06B5600,WV02,2020-11-11T18:37:29Z,0,
20NOV11183729-M1BS-014480826010_01_P004,239.7363666,M1B06B5600,11NOV20WV021300020NOV11183729-M1BS-014480826010_01_P004,VNIR: 10300100B06B5600,WV02,2020-11-11T18:37:29Z,0,
20NOV11183730-P1BS-014895107010_01_P004,272.1326629,P1B06B5600,11NOV20WV021300020NOV11183730-P1BS-014895107010_01_P004,VNIR: 10300100B06B5600,WV02,2020-11-11T18:37:30Z,0,
20NOV11183730-P1BS-014480826010_01_P005,238.5926743,P1B06B5600,11NOV20WV021300020NOV11183730-P1BS-014480826010_01_P005,VNIR: 10300100B06B5600,WV02,2020-11-11T18:37:30Z,0,
20NOV11183730-M1BS-014895107010_01_P004,272.8050751,M1B06B5600,11NOV20WV021300020NOV11183730-M1BS-014895107010_01_P004,VNIR: 10300100B06B5600,WV02,2020-11-11T18:37:30Z,0,
20NOV11183730-M1BS-014480826010_01_P005,239.1902468,M1B06B5600,11NOV20WV021300020NOV11183730-M1BS-014480826010_01_P005,VNIR: 10300100B06B5600,WV02,2020-11-11T18:37:30Z,0,
20NOV11183731-P1BS-014895107010_01_P005,271.3858254,P1B06B5600,11NOV20WV021300020NOV11183731-P1BS-014895107010_01_P005,VNIR: 10300100B06B5600,WV02,2020-11-11T18:37:31Z,0,
20NOV11183731-M1BS-014895107010_01_P005,272.264632,M1B06B5600,11NOV20WV021300020NOV11183731-M1BS-014895107010_01_P005,VNIR: 10300100B06B5600,WV02,2020-11-11T18:37:31Z,0,
20NOV12083038-P1BS-014905033010_01_P008,259.2361605,P161546800,12NOV20WV030600020NOV12083038-P1BS-014905033010_01_P008,"VNIR: 1040010061546800, SWIR: 104A010061546800",WV03,2020-11-12T08:30:38Z,1,
20NOV12083038-M1BS-014905033010_01_P008,260.1177472,M161546800,12NOV20WV030600020NOV12083038-M1BS-014905033010_01_P008,"VNIR: 1040010061546800, SWIR: 104A010061546800",WV03,2020-11-12T08:30:38Z,1,
20NOV12083040-P1BS-014905033010_01_P009,260.7212958,P161546800,12NOV20WV030600020NOV12083040-P1BS-014905033010_01_P009,"VNIR: 1040010061546800, SWIR: 104A010061546800",WV03,2020-11-12T08:30:40Z,0,
20NOV12083040-M1BS-014905033010_01_P009,261.6059341,M161546800,12NOV20WV030600020NOV12083040-M1BS-014905033010_01_P009,"VNIR: 1040010061546800, SWIR: 104A010061546800",WV03,2020-11-12T08:30:40Z,0,
20NOV12083041-P1BS-014905033010_01_P010,221.5359615,P161546800,12NOV20WV030600020NOV12083041-P1BS-014905033010_01_P010,"VNIR: 1040010061546800, SWIR: 104A010061546800",WV03,2020-11-12T08:30:41Z,0,
20NOV12083041-M1BS-014905033010_01_P010,222.0424754,M161546800,12NOV20WV030600020NOV12083041-M1BS-014905033010_01_P010,"VNIR: 1040010061546800, SWIR: 104A010061546800",WV03,2020-11-12T08:30:41Z,0,
20NOV12083139-M1BS-014905013010_01_P010,172.5343281,M161273900,12NOV20WV030600020NOV12083139-M1BS-014905013010_01_P010,"VNIR: 1040010061273900, SWIR: 104A010061273900",WV03,2020-11-12T08:31:39Z,0,
20NOV12131439-P1BS-014851104010_01_P008,320.4408057,P1AE99C100,12NOV20WV020900020NOV12131439-P1BS-014851104010_01_P008,VNIR: 10300100AE99C100,WV02,2020-11-12T13:14:39Z,87,
20NOV12131439-M1BS-014851104010_01_P008,321.4404959,M1AE99C100,12NOV20WV020900020NOV12131439-M1BS-014851104010_01_P008,VNIR: 10300100AE99C100,WV02,2020-11-12T13:14:39Z,87,
20NOV12131440-P1BS-014851104010_01_P009,325.387934,P1AE99C100,12NOV20WV020900020NOV12131440-P1BS-014851104010_01_P009,VNIR: 10300100AE99C100,WV02,2020-11-12T13:14:40Z,48,
20NOV12131440-M1BS-014851104010_01_P009,326.7022983,M1AE99C100,12NOV20WV020900020NOV12131440-M1BS-014851104010_01_P009,VNIR: 10300100AE99C100,WV02,2020-11-12T13:14:40Z,48,
20NOV13084642-P1BS-014904984010_01_P001,305.8586301,P1619A2E00,13NOV20WV030700020NOV13084642-P1BS-014904984010_01_P001,VNIR: 10400100619A2E00,WV03,2020-11-13T08:46:42Z,0,
20NOV13084642-M1BS-014904984010_01_P001,306.6730752,M1619A2E00,13NOV20WV030700020NOV13084642-M1BS-014904984010_01_P001,VNIR: 10400100619A2E00,WV03,2020-11-13T08:46:42Z,0,
20NOV13084644-P1BS-014904984010_01_P002,290.9837882,P1619A2E00,13NOV20WV030700020NOV13084644-P1BS-014904984010_01_P002,VNIR: 10400100619A2E00,WV03,2020-11-13T08:46:44Z,0,ZA_R001_0009
20NOV13084644-M1BS-014904984010_01_P002,291.7578103,M1619A2E00,13NOV20WV030700020NOV13084644-M1BS-014904984010_01_P002,VNIR: 10400100619A2E00,WV03,2020-11-13T08:46:44Z,0,ZA_R001_0026
20NOV13103753-P1BS-014445298010_01_P001,229.6378949,P1ABF8FD00,13NOV20WV020800020NOV13103753-P1BS-014445298010_01_P001,VNIR: 10300500ABF8FD00,WV02,2020-11-13T10:37:53Z,2,
20NOV13103753-M1BS-014445298010_01_P001,230.0783738,M1ABF8FD00,13NOV20WV020800020NOV13103753-M1BS-014445298010_01_P001,VNIR: 10300500ABF8FD00,WV02,2020-11-13T10:37:53Z,2,
20NOV13103754-P1BS-014445298010_01_P002,253.7821932,P1ABF8FD00,13NOV20WV020800020NOV13103754-P1BS-014445298010_01_P002,VNIR: 10300500ABF8FD00,WV02,2020-11-13T10:37:54Z,18,
20NOV13103754-M1BS-014445298010_01_P002,254.4307421,M1ABF8FD00,13NOV20WV020800020NOV13103754-M1BS-014445298010_01_P002,VNIR: 10300500ABF8FD00,WV02,2020-11-13T10:37:54Z,18,
20NOV13103755-P1BS-014445298010_01_P003,254.7729141,P1ABF8FD00,13NOV20WV020800020NOV13103755-P1BS-014445298010_01_P003,VNIR: 10300500ABF8FD00,WV02,2020-11-13T10:37:55Z,8,
20NOV13103755-M1BS-014445298010_01_P003,255.7206937,M1ABF8FD00,13NOV20WV020800020NOV13103755-M1BS-014445298010_01_P003,VNIR: 10300500ABF8FD00,WV02,2020-11-13T10:37:55Z,8,"CH_R001_0028, CH_R001_0029, CH_R001_0031, CH_R001_0034, CH_R001_0052"
20NOV13103756-P1BS-014445298010_01_P004,256.1728876,P1ABF8FD00,13NOV20WV020800020NOV13103756-P1BS-014445298010_01_P004,VNIR: 10300500ABF8FD00,WV02,2020-11-13T10:37:56Z,2,
20NOV13103756-M1BS-014445298010_01_P004,256.6906095,M1ABF8FD00,13NOV20WV020800020NOV13103756-M1BS-014445298010_01_P004,VNIR: 10300500ABF8FD00,WV02,2020-11-13T10:37:56Z,2,
20NOV13103808-M1BS-014445293010_01_P001,225.1201353,M1ABF8FE00,13NOV20WV020800020NOV13103808-M1BS-014445293010_01_P001,VNIR: 10300500ABF8FE00,WV02,2020-11-13T10:38:08Z,0,"CH_Rxxx_0025, CH_Rxxx_0080, CH_Rxxx_0082, CH_Rxxx_0083, CH_Rxxx_0085, CH_Rxxx_0086"
20NOV13103811-M1BS-014445293010_01_P004,251.4140195,M1ABF8FE00,13NOV20WV020800020NOV13103811-M1BS-014445293010_01_P004,VNIR: 10300500ABF8FE00,WV02,2020-11-13T10:38:11Z,0,"CH_Rxxx_0077, CH_Rxxx_0078"
20NOV13112042-P1BS-014905022010_01_P007,403.5964374,P19FC36700,13NOV20WV010800020NOV13112042-P1BS-014905022010_01_P007,VNIR: 102001009FC36700,WV01,2020-11-13T11:20:42Z,1,
20NOV13112043-P1BS-014905022010_01_P008,405.3137722,P19FC36700,13NOV20WV010800020NOV13112043-P1BS-014905022010_01_P008,VNIR: 102001009FC36700,WV01,2020-11-13T11:20:43Z,1,
20NOV13112131-P1BS-014905034010_01_P007,379.8657562,P19D1F7F00,13NOV20WV010800020NOV13112131-P1BS-014905034010_01_P007,VNIR: 102001009D1F7F00,WV01,2020-11-13T11:21:31Z,0,
20NOV13112132-P1BS-014905034010_01_P008,370.1486705,P19D1F7F00,13NOV20WV010800020NOV13112132-P1BS-014905034010_01_P008,VNIR: 102001009D1F7F00,WV01,2020-11-13T11:21:32Z,0,
20NOV13112133-P1BS-014905034010_01_P009,242.5690405,P19D1F7F00,13NOV20WV010800020NOV13112133-P1BS-014905034010_01_P009,VNIR: 102001009D1F7F00,WV01,2020-11-13T11:21:33Z,0,
20NOV13220255-P1BS-014489711010_01_P001,359.8560714,P19DCF8400,13NOV20WV011500020NOV13220255-P1BS-014489711010_01_P001,VNIR: 102001009DCF8400,WV01,2020-11-13T22:02:55Z,43,
20NOV13220256-P1BS-014489711010_01_P003,173.645428,P19DCF8400,13NOV20WV011500020NOV13220256-P1BS-014489711010_01_P003,VNIR: 102001009DCF8400,WV01,2020-11-13T22:02:56Z,41,
20NOV13220256-P1BS-014489711010_01_P002,367.410239,P19DCF8400,13NOV20WV011500020NOV13220256-P1BS-014489711010_01_P002,VNIR: 102001009DCF8400,WV01,2020-11-13T22:02:56Z,34,
20NOV13220337-P1BS-014489686010_01_P002,424.7601787,P19FC8E500,13NOV20WV011500020NOV13220337-P1BS-014489686010_01_P002,VNIR: 102001009FC8E500,WV01,2020-11-13T22:03:37Z,35,
20NOV13220337-P1BS-014489686010_01_P001,384.6626267,P19FC8E500,13NOV20WV011500020NOV13220337-P1BS-014489686010_01_P001,VNIR: 102001009FC8E500,WV01,2020-11-13T22:03:37Z,51,
20NOV13220338-P1BS-014489686010_01_P003,267.2422709,P19FC8E500,13NOV20WV011500020NOV13220338-P1BS-014489686010_01_P003,VNIR: 102001009FC8E500,WV01,2020-11-13T22:03:38Z,37,
20NOV14013336-P1BS-014422106010_01_P002,185.3060284,P1A2211800,14NOV20WV010200020NOV14013336-P1BS-014422106010_01_P002,VNIR: 10200100A2211800,WV01,2020-11-14T01:33:36Z,0,"NZ_R001_0006, NZ_R002_0008, NZ_R002_0055, NZ_R002_0063"
20NOV14013336-P1BS-014422106010_01_P001,340.6130311,P1A2211800,14NOV20WV010200020NOV14013336-P1BS-014422106010_01_P001,VNIR: 10200100A2211800,WV01,2020-11-14T01:33:36Z,0,"NZ_R001_0010, NZ_R001_0011, NZ_R002_0080, NZ_R002_0081"
20NOV14064817-P1BS-014496304010_01_P007,301.6500573,P1AF87EF00,14NOV20WV020500020NOV14064817-P1BS-014496304010_01_P007,VNIR: 10300100AF87EF00,WV02,2020-11-14T06:48:17Z,24,
20NOV14064817-M1BS-014496304010_01_P007,302.5355357,M1AF87EF00,14NOV20WV020500020NOV14064817-M1BS-014496304010_01_P007,VNIR: 10300100AF87EF00,WV02,2020-11-14T06:48:17Z,24,
20NOV14064818-P1BS-014496304010_01_P008,182.5284584,P1AF87EF00,14NOV20WV020500020NOV14064818-P1BS-014496304010_01_P008,VNIR: 10300100AF87EF00,WV02,2020-11-14T06:48:18Z,32,
20NOV14064818-M1BS-014496304010_01_P008,183.0756045,M1AF87EF00,14NOV20WV020500020NOV14064818-M1BS-014496304010_01_P008,VNIR: 10300100AF87EF00,WV02,2020-11-14T06:48:18Z,32,
20NOV15130526-P1BS-014862820010_01_P001,291.455558,P1B0CC2700,15NOV20WV020900020NOV15130526-P1BS-014862820010_01_P001,VNIR: 10300100B0CC2700,WV02,2020-11-15T13:05:26Z,13,"BR_R005_0034, BR_R005_0050"
20NOV15130526-M1BS-014862820010_01_P001,292.1291653,M1B0CC2700,15NOV20WV020900020NOV15130526-M1BS-014862820010_01_P001,VNIR: 10300100B0CC2700,WV02,2020-11-15T13:05:26Z,13,BR_R005_0147
20NOV15130527-P1BS-014887563010_01_P002,314.4928373,P1B0CC2700,15NOV20WV020900020NOV15130527-P1BS-014887563010_01_P002,VNIR: 10300100B0CC2700,WV02,2020-11-15T13:05:27Z,3,
20NOV15130527-M1BS-014887563010_01_P002,315.2598336,M1B0CC2700,15NOV20WV020900020NOV15130527-M1BS-014887563010_01_P002,VNIR: 10300100B0CC2700,WV02,2020-11-15T13:05:27Z,3,
20NOV15130618-P1BS-014887512010_01_P001,313.1589828,P1B01EC700,15NOV20WV020900020NOV15130618-P1BS-014887512010_01_P001,VNIR: 10300100B01EC700,WV02,2020-11-15T13:06:18Z,3,
20NOV15130618-M1BS-014887512010_01_P001,313.9219463,M1B01EC700,15NOV20WV020900020NOV15130618-M1BS-014887512010_01_P001,VNIR: 10300100B01EC700,WV02,2020-11-15T13:06:18Z,3,
20NOV15184130-A1BS-014482468010_01_P001,71.69269548,A1649F0000,15NOV20WV031300020NOV15184130-A1BS-014482468010_01_P001,"SWIR: 104A0100649F0000, VNIR: 10400100649F0000",WV03,2020-11-15T18:41:30Z,0,
20NOV15184132-P1BS-014479741010_01_P001,74.64612209,P1649F0000,15NOV20WV031300020NOV15184132-P1BS-014479741010_01_P001,"VNIR: 10400100649F0000, SWIR: 104A0100649F0000",WV03,2020-11-15T18:41:32Z,0,
20NOV15184132-M1BS-014479741010_01_P001,74.81528746,M1649F0000,15NOV20WV031300020NOV15184132-M1BS-014479741010_01_P001,"VNIR: 10400100649F0000, SWIR: 104A0100649F0000",WV03,2020-11-15T18:41:32Z,0,
20NOV16185044-P1BS-014461005010_01_P001,225.3331903,P1AF3C8300,16NOV20WV021300020NOV16185044-P1BS-014461005010_01_P001,VNIR: 10300100AF3C8300,WV02,2020-11-16T18:50:44Z,2,
20NOV16185044-M1BS-014461005010_01_P001,226.1477764,M1AF3C8300,16NOV20WV021300020NOV16185044-M1BS-014461005010_01_P001,VNIR: 10300100AF3C8300,WV02,2020-11-16T18:50:44Z,2,"US_R004_0009, US_R004_0010, US_R004_0013, US_R004_0015, US_R004_0023"
20NOV16185045-P1BS-014461005010_01_P002,244.4112743,P1AF3C8300,16NOV20WV021300020NOV16185045-P1BS-014461005010_01_P002,VNIR: 10300100AF3C8300,WV02,2020-11-16T18:50:45Z,3,"US_R004_0011, US_R004_0028, US_R004_0048, US_R004_0054, US_R004_0060"
20NOV16185045-M1BS-014461005010_01_P002,245.1382651,M1AF3C8300,16NOV20WV021300020NOV16185045-M1BS-014461005010_01_P002,VNIR: 10300100AF3C8300,WV02,2020-11-16T18:50:45Z,3,"US_R004_0005, US_R004_0025, US_R004_0033"
20NOV16185046-P1BS-014461005010_01_P003,242.0320353,P1AF3C8300,16NOV20WV021300020NOV16185046-P1BS-014461005010_01_P003,VNIR: 10300100AF3C8300,WV02,2020-11-16T18:50:46Z,3,"US_R004_0047, US_R004_0056, US_R004_0058, US_R004_0062, US_R004_0068"
20NOV16185046-M1BS-014461005010_01_P003,242.7499579,M1AF3C8300,16NOV20WV021300020NOV16185046-M1BS-014461005010_01_P003,VNIR: 10300100AF3C8300,WV02,2020-11-16T18:50:46Z,3,"US_R004_0040, US_R004_0043, US_R004_0053, US_R004_0065, US_R004_0067"
20NOV16185334-P1BS-014895017010_01_P004,339.3629474,P1B1CEEF00,16NOV20WV021300020NOV16185334-P1BS-014895017010_01_P004,VNIR: 10300100B1CEEF00,WV02,2020-11-16T18:53:34Z,12,
20NOV16185334-P1BS-014480825010_01_P004,297.9306682,P1B1CEEF00,16NOV20WV021300020NOV16185334-P1BS-014480825010_01_P004,VNIR: 10300100B1CEEF00,WV02,2020-11-16T18:53:34Z,6,
20NOV16185334-M1BS-014895017010_01_P004,340.5815675,M1B1CEEF00,16NOV20WV021300020NOV16185334-M1BS-014895017010_01_P004,VNIR: 10300100B1CEEF00,WV02,2020-11-16T18:53:34Z,12,
20NOV16185334-M1BS-014480825010_01_P004,298.2997448,M1B1CEEF00,16NOV20WV021300020NOV16185334-M1BS-014480825010_01_P004,VNIR: 10300100B1CEEF00,WV02,2020-11-16T18:53:34Z,6,
20NOV16185335-P1BS-014895017010_01_P005,339.1304476,P1B1CEEF00,16NOV20WV021300020NOV16185335-P1BS-014895017010_01_P005,VNIR: 10300100B1CEEF00,WV02,2020-11-16T18:53:35Z,18,
20NOV16185335-P1BS-014480825010_01_P006,297.2458504,P1B1CEEF00,16NOV20WV021300020NOV16185335-P1BS-014480825010_01_P006,VNIR: 10300100B1CEEF00,WV02,2020-11-16T18:53:35Z,18,
20NOV16185335-M1BS-014895017010_01_P005,339.5402912,M1B1CEEF00,16NOV20WV021300020NOV16185335-M1BS-014895017010_01_P005,VNIR: 10300100B1CEEF00,WV02,2020-11-16T18:53:35Z,18,
20NOV16185335-M1BS-014480825010_01_P006,297.8970206,M1B1CEEF00,16NOV20WV021300020NOV16185335-M1BS-014480825010_01_P006,VNIR: 10300100B1CEEF00,WV02,2020-11-16T18:53:35Z,18,
20NOV16185335-P1BS-014480825010_01_P005,297.2441003,P1B1CEEF00,16NOV20WV021300020NOV16185335-P1BS-014480825010_01_P005,VNIR: 10300100B1CEEF00,WV02,2020-11-16T18:53:35Z,15,
20NOV16185335-M1BS-014480825010_01_P005,298.0323046,M1B1CEEF00,16NOV20WV021300020NOV16185335-M1BS-014480825010_01_P005,VNIR: 10300100B1CEEF00,WV02,2020-11-16T18:53:35Z,15,
20NOV16185336-P1BS-014895017010_01_P006,338.1704988,P1B1CEEF00,16NOV20WV021300020NOV16185336-P1BS-014895017010_01_P006,VNIR: 10300100B1CEEF00,WV02,2020-11-16T18:53:36Z,10,
20NOV16185336-P1BS-014480825010_01_P007,296.7708996,P1B1CEEF00,16NOV20WV021300020NOV16185336-P1BS-014480825010_01_P007,VNIR: 10300100B1CEEF00,WV02,2020-11-16T18:53:36Z,11,
20NOV16185336-M1BS-014895017010_01_P006,338.7411146,M1B1CEEF00,16NOV20WV021300020NOV16185336-M1BS-014895017010_01_P006,VNIR: 10300100B1CEEF00,WV02,2020-11-16T18:53:36Z,10,
20NOV16185336-M1BS-014480825010_01_P007,297.2363982,M1B1CEEF00,16NOV20WV021300020NOV16185336-M1BS-014480825010_01_P007,VNIR: 10300100B1CEEF00,WV02,2020-11-16T18:53:36Z,11,
20NOV16192421-P1BS-014233140010_01_P001,374.310522,P19CE72D00,16NOV20WV011400020NOV16192421-P1BS-014233140010_01_P001,DigitalGlobe Acquired Image,WV01,2020-11-16T19:24:21Z,0,"US_R001_0013, US_R001_0016, US_R001_0018, US_R001_0019, US_R001_0022, US_R001_0023, US_R001_0024, US_R001_0025, US_R001_0027, US_R001_0028, US_R001_0042, US_R003_0001, US_R003_0038, US_R003_0042, US_R003_0054"
20NOV16192422-P1BS-014422447010_01_P002,124.1660388,P19CE72D00,16NOV20WV011400020NOV16192422-P1BS-014422447010_01_P002,DigitalGlobe Acquired Image,WV01,2020-11-16T19:24:22Z,0,
20NOV17151026-P1BS-014451725010_01_P002,155.1734403,P1AD555E00,17NOV20WV021000020NOV17151026-P1BS-014451725010_01_P002,VNIR: 10300100AD555E00,WV02,2020-11-17T15:10:26Z,0,
20NOV17151026-P1BS-014451725010_01_P001,267.7825664,P1AD555E00,17NOV20WV021000020NOV17151026-P1BS-014451725010_01_P001,VNIR: 10300100AD555E00,WV02,2020-11-17T15:10:26Z,0,
20NOV17151026-M1BS-014451725010_01_P002,155.663374,M1AD555E00,17NOV20WV021000020NOV17151026-M1BS-014451725010_01_P002,VNIR: 10300100AD555E00,WV02,2020-11-17T15:10:26Z,0,
20NOV17151026-M1BS-014451725010_01_P001,268.5989096,M1AD555E00,17NOV20WV021000020NOV17151026-M1BS-014451725010_01_P001,VNIR: 10300100AD555E00,WV02,2020-11-17T15:10:26Z,0,"PE_R001_0002, PE_R001_0012"
20NOV17203316-P1BS-014489008010_01_P001,387.8841817,P19FD15E00,17NOV20WV011400020NOV17203316-P1BS-014489008010_01_P001,VNIR: 102001009FD15E00,WV01,2020-11-17T20:33:16Z,0,
20NOV17203317-P1BS-014489008010_01_P002,337.1237693,P19FD15E00,17NOV20WV011400020NOV17203317-P1BS-014489008010_01_P002,VNIR: 102001009FD15E00,WV01,2020-11-17T20:33:17Z,0,US_R006_0057
20NOV17203359-P1BS-014489007010_01_P001,429.3824796,P1A1678100,17NOV20WV011400020NOV17203359-P1BS-014489007010_01_P001,VNIR: 10200100A1678100,WV01,2020-11-17T20:33:59Z,0,"US_R006_0014, US_R006_0043, US_R006_0044"
20NOV17203400-P1BS-014489007010_01_P002,334.4731654,P1A1678100,17NOV20WV011400020NOV17203400-P1BS-014489007010_01_P002,VNIR: 10200100A1678100,WV01,2020-11-17T20:34:00Z,0,US_R006_0052
20NOV18144929-P1BS-015624295010_01_P001,199.2173421,P1618DFA00,18NOV20WV031100020NOV18144929-P1BS-015624295010_01_P001,VNIR: 10400100618DFA00,WV03,2020-11-18T14:49:29Z,0,
20NOV18144929-M1BS-015624295010_01_P001,199.675012,M1618DFA00,18NOV20WV031100020NOV18144929-M1BS-015624295010_01_P001,VNIR: 10400100618DFA00,WV03,2020-11-18T14:49:29Z,0,
20NOV18144931-P1BS-015624295010_01_P002,48.21406886,P1618DFA00,18NOV20WV031100020NOV18144931-P1BS-015624295010_01_P002,VNIR: 10400100618DFA00,WV03,2020-11-18T14:49:31Z,0,
