id,area_kmsq,s2:product_uri,s2:granule_id,platform,constellation,datetime,eo:cloud_cover,annotated_sites
S2A_17SKT_20220814_0_L2A,12041.26588,S2A_MSIL2A_20220814T160911_N0400_R140_T17SKT_20220814T232202.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220814T232202_A037317_T17SKT_N04.00,sentinel-2a,sentinel-2,2022-08-14T16:24:17.921000Z,44.144928,
S2A_16SGC_20220814_0_L2A,7286.67168,S2A_MSIL2A_20220814T160911_N0400_R140_T16SGC_20220814T232202.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220814T232202_A037317_T16SGC_N04.00,sentinel-2a,sentinel-2,2022-08-14T16:24:19.626000Z,46.224445,
S2B_11SKD_20220814_0_L2A,12011.21306,S2B_MSIL2A_20220814T183919_N0400_R070_T11SKD_20220814T224559.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220814T224559_A028410_T11SKD_N04.00,sentinel-2b,sentinel-2,2022-08-14T18:53:39.716000Z,0.009593,
S2B_10SGJ_20220814_0_L2A,11118.94836,S2B_MSIL2A_20220814T183919_N0400_R070_T10SGJ_20220814T224559.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220814T224559_A028410_T10SGJ_N04.00,sentinel-2b,sentinel-2,2022-08-14T18:53:40.478000Z,0.013724,
S2A_52SDG_20220815_0_L2A,11012.28121,S2A_MSIL2A_20220815T021541_N0400_R003_T52SDG_20220815T054405.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220815T054405_A037323_T52SDG_N04.00,sentinel-2a,sentinel-2,2022-08-15T02:27:20.739000Z,99.998957,
S2A_14TQM_20220815_0_L2A,5482.950735,S2A_MSIL2A_20220815T171911_N0400_R012_T14TQM_20220816T001959.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220816T001959_A037332_T14TQM_N04.00,sentinel-2a,sentinel-2,2022-08-15T17:32:20.424000Z,99.999028,
S2A_15TTG_20220815_0_L2A,5749.443707,S2A_MSIL2A_20220815T171911_N0400_R012_T15TTG_20220816T001959.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220816T001959_A037332_T15TTG_N04.00,sentinel-2a,sentinel-2,2022-08-15T17:32:20.524000Z,99.999112,
S2A_14TPM_20220815_0_L2A,12057.82812,S2A_MSIL2A_20220815T171911_N0400_R012_T14TPM_20220816T001959.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220816T001959_A037332_T14TPM_N04.00,sentinel-2a,sentinel-2,2022-08-15T17:32:24.096000Z,99.98787,
S2A_15TTF_20220815_0_L2A,2267.269128,S2A_MSIL2A_20220815T171911_N0400_R012_T15TTF_20220816T001959.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220816T001959_A037332_T15TTF_N04.00,sentinel-2a,sentinel-2,2022-08-15T17:32:33.248000Z,99.999142,
S2A_14TQL_20220815_0_L2A,2817.467284,S2A_MSIL2A_20220815T171911_N0400_R012_T14TQL_20220816T001959.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220816T001959_A037332_T14TQL_N04.00,sentinel-2a,sentinel-2,2022-08-15T17:32:33.889000Z,99.999154,
S2A_14TPL_20220815_0_L2A,12057.8266,S2A_MSIL2A_20220815T171911_N0400_R012_T14TPL_20220816T001959.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220816T001959_A037332_T14TPL_N04.00,sentinel-2a,sentinel-2,2022-08-15T17:32:38.419000Z,99.986488,
S2A_40RCN_20220816_0_L2A,12058.67734,S2A_MSIL2A_20220816T064641_N0400_R020_T40RCN_20220816T101701.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220816T101701_A037340_T40RCN_N04.00,sentinel-2a,sentinel-2,2022-08-16T07:02:53.803000Z,11.576425,
S2A_40RBN_20220816_0_L2A,8823.783122,S2A_MSIL2A_20220816T064641_N0400_R020_T40RBN_20220816T101701.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220816T101701_A037340_T40RBN_N04.00,sentinel-2a,sentinel-2,2022-08-16T07:02:57.185000Z,37.698922,
S2A_39RZH_20220816_0_L2A,8113.14553,S2A_MSIL2A_20220816T064641_N0400_R020_T39RZH_20220816T101701.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220816T101701_A037340_T39RZH_N04.00,sentinel-2a,sentinel-2,2022-08-16T07:02:57.728000Z,38.156623,
S2B_23KPR_20220816_0_L2A,12057.79824,S2B_MSIL2A_20220816T130249_N0400_R095_T23KPR_20220816T164116.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220816T164116_A028435_T23KPR_N04.00,sentinel-2b,sentinel-2,2022-08-16T13:08:24.612000Z,0.774848,
S2B_23KNR_20220816_0_L2A,6722.658426,S2B_MSIL2A_20220816T130249_N0400_R095_T23KNR_20220816T164116.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220816T164116_A028435_T23KNR_N04.00,sentinel-2b,sentinel-2,2022-08-16T13:08:27.724000Z,10.796978,
S2B_23KPQ_20220816_0_L2A,12057.79934,S2B_MSIL2A_20220816T130249_N0400_R095_T23KPQ_20220816T164116.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220816T164116_A028435_T23KPQ_N04.00,sentinel-2b,sentinel-2,2022-08-16T13:08:39.073000Z,0.541934,
S2B_23KNQ_20220816_0_L2A,9394.251738,S2B_MSIL2A_20220816T130249_N0400_R095_T23KNQ_20220816T164116.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220816T164116_A028435_T23KNQ_N04.00,sentinel-2b,sentinel-2,2022-08-16T13:08:42.548000Z,8.01681,
S2B_17RMP_20220816_0_L2A,12064.34508,S2B_MSIL2A_20220816T155829_N0400_R097_T17RMP_20220816T203340.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220816T203340_A028437_T17RMP_N04.00,sentinel-2b,sentinel-2,2022-08-16T16:15:02.615000Z,28.794977,
S2A_11SLT_20220816_0_L2A,12058.68898,S2A_MSIL2A_20220816T182931_N0400_R027_T11SLT_20220817T011657.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220817T011657_A037347_T11SLT_N04.00,sentinel-2a,sentinel-2,2022-08-16T18:45:15.641000Z,31.803402,
S2B_52SEG_20220817_0_L2A,12064.05682,S2B_MSIL2A_20220817T020659_N0400_R103_T52SEG_20220817T043217.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220817T043217_A028443_T52SEG_N04.00,sentinel-2b,sentinel-2,2022-08-17T02:17:11.412000Z,94.838476,
S2B_52SDG_20220817_0_L2A,9589.416372,S2B_MSIL2A_20220817T020659_N0400_R103_T52SDG_20220817T043217.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220817T043217_A028443_T52SDG_N04.00,sentinel-2b,sentinel-2,2022-08-17T02:17:14.857000Z,92.752159,
S2B_39RVK_20220817_0_L2A,12064.34445,S2B_MSIL2A_20220817T070629_N0400_R106_T39RVK_20220817T095439.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220817T095439_A028446_T39RVK_N04.00,sentinel-2b,sentinel-2,2022-08-17T07:22:22.685000Z,18.196419,
S2A_35HLC_20220817_0_L2A,11300.60784,S2A_MSIL2A_20220817T075621_N0400_R035_T35HLC_20220817T120003.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220817T120003_A037355_T35HLC_N04.00,sentinel-2a,sentinel-2,2022-08-17T08:29:51.046000Z,0.005408,
S2A_35ULB_20220817_0_L2A,12058.72029,S2A_MSIL2A_20220817T093601_N0400_R036_T35ULB_20220817T140503.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220817T140503_A037356_T35ULB_N04.00,sentinel-2a,sentinel-2,2022-08-17T09:45:18.266000Z,8.682562,
S2A_34UFG_20220817_0_L2A,12057.85022,S2A_MSIL2A_20220817T093601_N0400_R036_T34UFG_20220817T140503.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220817T140503_A037356_T34UFG_N04.00,sentinel-2a,sentinel-2,2022-08-17T09:45:21.909000Z,3.503605,
S2A_35ULA_20220817_0_L2A,11790.50795,S2A_MSIL2A_20220817T093601_N0400_R036_T35ULA_20220817T140503.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220817T140503_A037356_T35ULA_N04.00,sentinel-2a,sentinel-2,2022-08-17T09:45:31.994000Z,0.692855,
S2A_34UFF_20220817_0_L2A,12057.84885,S2A_MSIL2A_20220817T093601_N0400_R036_T34UFF_20220817T140503.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220817T140503_A037356_T34UFF_N04.00,sentinel-2a,sentinel-2,2022-08-17T09:45:36.398000Z,0.114114,
S2B_32TMT_20220817_0_L2A,12064.34851,S2B_MSIL2A_20220817T102559_N0400_R108_T32TMT_20220817T132522.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220817T132522_A028448_T32TMT_N04.00,sentinel-2b,sentinel-2,2022-08-17T10:37:48.125000Z,54.399264,
S2B_32TLT_20220817_0_L2A,12058.70883,S2B_MSIL2A_20220817T102559_N0400_R108_T32TLT_20220817T132522.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220817T132522_A028448_T32TLT_N04.00,sentinel-2b,sentinel-2,2022-08-17T10:37:52.440000Z,68.61068,
S2B_32TLS_20220817_0_L2A,12058.70749,S2B_MSIL2A_20220817T102559_N0400_R108_T32TLS_20220817T132522.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220817T132522_A028448_T32TLS_N04.00,sentinel-2b,sentinel-2,2022-08-17T10:38:06.769000Z,67.774385,
S2A_23KLQ_20220817_0_L2A,1109.042402,S2A_MSIL2A_20220817T132251_N0400_R038_T23KLQ_20220817T201603.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220817T201603_A037358_T23KLQ_N04.00,sentinel-2a,sentinel-2,2022-08-17T13:28:47.519000Z,99.942398,
S2A_23KKQ_20220817_0_L2A,11745.45227,S2A_MSIL2A_20220817T132251_N0400_R038_T23KKQ_20220817T201603.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220817T201603_A037358_T23KKQ_N04.00,sentinel-2a,sentinel-2,2022-08-17T13:28:53.141000Z,99.988097,
S2A_22KHV_20220817_0_L2A,12027.47412,S2A_MSIL2A_20220817T132251_N0400_R038_T22KHV_20220817T201603.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220817T201603_A037358_T22KHV_N04.00,sentinel-2a,sentinel-2,2022-08-17T13:28:53.469000Z,99.961275,
S2A_23KLP_20220817_0_L2A,1.604273877,S2A_MSIL2A_20220817T132251_N0400_R038_T23KLP_20220817T201603.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220817T201603_A037358_T23KLP_N04.00,sentinel-2a,sentinel-2,2022-08-17T13:28:57.422000Z,99.982351,
S2A_22KHU_20220817_0_L2A,11034.63981,S2A_MSIL2A_20220817T132251_N0400_R038_T22KHU_20220817T201603.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220817T201603_A037358_T22KHU_N04.00,sentinel-2a,sentinel-2,2022-08-17T13:29:07.645000Z,97.608644,
S2A_23KKP_20220817_0_L2A,9835.272435,S2A_MSIL2A_20220817T132251_N0400_R038_T23KKP_20220817T201603.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220817T201603_A037358_T23KKP_N04.00,sentinel-2a,sentinel-2,2022-08-17T13:29:07.699000Z,98.586428,
S2A_19KCB_20220817_0_L2A,3476.406985,S2A_MSIL2A_20220817T145741_N0400_R039_T19KCB_20220817T213358.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220817T213358_A037359_T19KCB_N04.00,sentinel-2a,sentinel-2,2022-08-17T15:07:45.426000Z,0.018556,
S2A_19KBB_20220817_0_L2A,12047.03525,S2A_MSIL2A_20220817T145741_N0400_R039_T19KBB_20220817T213358.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220817T213358_A037359_T19KBB_N04.00,sentinel-2a,sentinel-2,2022-08-17T15:07:49.200000Z,11.632811,
S2A_19KCA_20220817_0_L2A,1263.235621,S2A_MSIL2A_20220817T145741_N0400_R039_T19KCA_20220817T213358.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220817T213358_A037359_T19KCA_N04.00,sentinel-2a,sentinel-2,2022-08-17T15:07:58.261000Z,35.985059,
S2A_19KBA_20220817_0_L2A,11811.34167,S2A_MSIL2A_20220817T145741_N0400_R039_T19KBA_20220817T213358.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220817T213358_A037359_T19KBA_N04.00,sentinel-2a,sentinel-2,2022-08-17T15:08:03.555000Z,73.836505,
S2A_17SKU_20220817_0_L2A,9352.583385,S2A_MSIL2A_20220817T161841_N0400_R040_T17SKU_20220818T055603.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220818T055603_A037360_T17SKU_N04.00,sentinel-2a,sentinel-2,2022-08-17T16:33:59.422000Z,76.293331,
S2A_16SGD_20220817_0_L2A,12045.64749,S2A_MSIL2A_20220817T161841_N0400_R040_T16SGD_20220818T055603.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220818T055603_A037360_T16SGD_N04.00,sentinel-2a,sentinel-2,2022-08-17T16:34:01.639000Z,84.891617,
S2A_17SKT_20220817_0_L2A,6237.387376,S2A_MSIL2A_20220817T161841_N0400_R040_T17SKT_20220818T055603.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220818T055603_A037360_T17SKT_N04.00,sentinel-2a,sentinel-2,2022-08-17T16:34:13.975000Z,92.355114,
S2A_16SGC_20220817_0_L2A,11811.86875,S2A_MSIL2A_20220817T161841_N0400_R040_T16SGC_20220818T055603.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220818T055603_A037360_T16SGC_N04.00,sentinel-2a,sentinel-2,2022-08-17T16:34:15.888000Z,86.019444,
S2B_14TQM_20220817_0_L2A,12045.67895,S2B_MSIL2A_20220817T170849_N0400_R112_T14TQM_20220817T211132.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220817T211132_A028452_T14TQM_N04.00,sentinel-2b,sentinel-2,2022-08-17T17:22:14.096000Z,23.333164,
S2B_15TTG_20220817_0_L2A,12047.12255,S2B_MSIL2A_20220817T170849_N0400_R112_T15TTG_20220817T211132.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220817T211132_A028452_T15TTG_N04.00,sentinel-2b,sentinel-2,2022-08-17T17:22:14.117000Z,24.05576,
S2B_14TPM_20220817_0_L2A,5783.051225,S2B_MSIL2A_20220817T170849_N0400_R112_T14TPM_20220817T211132.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220817T211132_A028452_T14TPM_N04.00,sentinel-2b,sentinel-2,2022-08-17T17:22:16.774000Z,33.928633,
S2B_15TTF_20220817_0_L2A,12047.11884,S2B_MSIL2A_20220817T170849_N0400_R112_T15TTF_20220817T211132.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220817T211132_A028452_T15TTF_N04.00,sentinel-2b,sentinel-2,2022-08-17T17:22:28.534000Z,33.830053,
S2B_14TQL_20220817_0_L2A,12045.67495,S2B_MSIL2A_20220817T170849_N0400_R112_T14TQL_20220817T211132.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220817T211132_A028452_T14TQL_N04.00,sentinel-2b,sentinel-2,2022-08-17T17:22:28.807000Z,33.873799,
S2B_14TPL_20220817_0_L2A,8120.176219,S2B_MSIL2A_20220817T170849_N0400_R112_T14TPL_20220817T211132.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220817T211132_A028452_T14TPL_N04.00,sentinel-2b,sentinel-2,2022-08-17T17:22:31.719000Z,30.965808,
S2B_11SKD_20220817_1_L2A,3679.762754,S2B_MSIL2A_20220817T184919_N0400_R113_T11SKD_20220817T215354.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220817T215354_A028453_T11SKD_N04.00,sentinel-2b,sentinel-2,2022-08-17T19:03:30.482000Z,80.620879,
S2B_10SGJ_20220817_1_L2A,4143.176939,S2B_MSIL2A_20220817T184919_N0400_R113_T10SGJ_20220817T215354.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220817T215354_A028453_T10SGJ_N04.00,sentinel-2b,sentinel-2,2022-08-17T19:03:30.808000Z,81.713527,
S2B_11SKD_20220817_0_L2A,6101.745471,S2B_MSIL2A_20220817T184919_N0400_R113_T11SKD_20220817T222323.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220817T222323_A028453_T11SKD_N04.00,sentinel-2b,sentinel-2,2022-08-17T19:03:37.014000Z,83.795291,
S2B_10SGJ_20220817_0_L2A,7863.646145,S2B_MSIL2A_20220817T184919_N0400_R113_T10SGJ_20220817T222323.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220817T222323_A028453_T10SGJ_N04.00,sentinel-2b,sentinel-2,2022-08-17T19:03:37.454000Z,85.269612,
S2B_35HLC_20220819_0_L2A,8477.847413,S2B_MSIL2A_20220819T074619_N0400_R135_T35HLC_20220819T102950.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220819T102950_A028475_T35HLC_N04.00,sentinel-2b,sentinel-2,2022-08-19T08:19:44.678000Z,75.709981,
S2A_32TMT_20220819_0_L2A,10039.25686,S2A_MSIL2A_20220819T101611_N0400_R065_T32TMT_20220819T181701.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220819T181701_A037385_T32TMT_N04.00,sentinel-2a,sentinel-2,2022-08-19T10:28:01.694000Z,99.999982,
S2B_23KLQ_20220819_0_L2A,12058.6754,S2B_MSIL2A_20220819T131249_N0400_R138_T23KLQ_20220819T164613.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220819T164613_A028478_T23KLQ_N04.00,sentinel-2b,sentinel-2,2022-08-19T13:18:43.792000Z,99.946642,
S2B_23KKQ_20220819_0_L2A,4686.52216,S2B_MSIL2A_20220819T131249_N0400_R138_T23KKQ_20220819T164613.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220819T164613_A028478_T23KKQ_N04.00,sentinel-2b,sentinel-2,2022-08-19T13:18:46.754000Z,99.990714,
S2B_22KHV_20220819_0_L2A,2975.141367,S2B_MSIL2A_20220819T131249_N0400_R138_T22KHV_20220819T164613.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220819T164613_A028478_T22KHV_N04.00,sentinel-2b,sentinel-2,2022-08-19T13:18:47.616000Z,99.988687,
S2B_23KLP_20220819_0_L2A,12058.6764,S2B_MSIL2A_20220819T131249_N0400_R138_T23KLP_20220819T164613.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220819T164613_A028478_T23KLP_N04.00,sentinel-2b,sentinel-2,2022-08-19T13:18:58.535000Z,99.909943,
S2B_19KCB_20220819_0_L2A,11617.52445,S2B_MSIL2A_20220819T144729_N0400_R139_T19KCB_20220819T200624.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220819T200624_A028479_T19KCB_N04.00,sentinel-2b,sentinel-2,2022-08-19T14:57:39.929000Z,0.419567,
S2B_19KBB_20220819_0_L2A,926.288132,S2B_MSIL2A_20220819T144729_N0400_R139_T19KBB_20220819T200624.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220819T200624_A028479_T19KBB_N04.00,sentinel-2b,sentinel-2,2022-08-19T14:57:45.588000Z,1.450842,
S2B_19KCA_20220819_0_L2A,12058.67001,S2B_MSIL2A_20220819T144729_N0400_R139_T19KCA_20220819T200624.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220819T200624_A028479_T19KCA_N04.00,sentinel-2b,sentinel-2,2022-08-19T14:57:54.353000Z,5.646133,
S2B_19KBA_20220819_0_L2A,3390.135608,S2B_MSIL2A_20220819T144729_N0400_R139_T19KBA_20220819T200624.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220819T200624_A028479_T19KBA_N04.00,sentinel-2b,sentinel-2,2022-08-19T14:57:57.764000Z,26.657087,
S2B_17SKU_20220819_0_L2A,10376.19623,S2B_MSIL2A_20220819T160829_N0400_R140_T17SKU_20220819T203818.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220819T203818_A028480_T17SKU_N04.00,sentinel-2b,sentinel-2,2022-08-19T16:23:52.898000Z,99.996233,
S2B_16SGD_20220819_0_L2A,4923.490208,S2B_MSIL2A_20220819T160829_N0400_R140_T16SGD_20220819T203818.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220819T203818_A028480_T16SGD_N04.00,sentinel-2b,sentinel-2,2022-08-19T16:23:54.132000Z,99.994534,
S2B_17SKT_20220819_0_L2A,12022.79711,S2B_MSIL2A_20220819T160829_N0400_R140_T17SKT_20220819T203818.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220819T203818_A028480_T17SKT_N04.00,sentinel-2b,sentinel-2,2022-08-19T16:24:07.251000Z,99.998462,
S2B_16SGC_20220819_0_L2A,7091.362333,S2B_MSIL2A_20220819T160829_N0400_R140_T16SGC_20220819T203818.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220819T203818_A028480_T16SGC_N04.00,sentinel-2b,sentinel-2,2022-08-19T16:24:08.906000Z,99.998569,
S2B_52SEG_20220820_0_L2A,535.1552285,S2B_MSIL2A_20220820T021539_N0400_R003_T52SEG_20220820T043331.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220820T043331_A028486_T52SEG_N04.00,sentinel-2b,sentinel-2,2022-08-20T02:27:02.180000Z,99.818873,
S2B_52SDG_20220820_0_L2A,11127.59096,S2B_MSIL2A_20220820T021539_N0400_R003_T52SDG_20220820T043331.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220820T043331_A028486_T52SDG_N04.00,sentinel-2b,sentinel-2,2022-08-20T02:27:09.927000Z,65.976012,
S2A_16TGN_20220820_0_L2A,12031.49664,S2A_MSIL2A_20220820T162851_N0400_R083_T16TGN_20220821T145903.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220821T145903_A037403_T16TGN_N04.00,sentinel-2a,sentinel-2,2022-08-20T16:41:46.969000Z,71.60762,
S2A_16TFN_20220820_0_L2A,12057.82964,S2A_MSIL2A_20220820T162851_N0400_R083_T16TFN_20220821T145903.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220821T145903_A037403_T16TFN_N04.00,sentinel-2a,sentinel-2,2022-08-20T16:41:50.517000Z,87.246931,
S2B_15TTG_20220820_1_L2A,4313.519448,S2B_MSIL2A_20220820T171859_N0400_R012_T15TTG_20220820T204953.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220820T204953_A028495_T15TTG_N04.00,sentinel-2b,sentinel-2,2022-08-20T17:32:11.583000Z,30.319628,
S2B_14TQM_20220820_0_L2A,4049.616023,S2B_MSIL2A_20220820T171859_N0400_R012_T14TQM_20220820T204953.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220820T204953_A028495_T14TQM_N04.00,sentinel-2b,sentinel-2,2022-08-20T17:32:11.594000Z,30.084729,
S2B_15TTG_20220820_2_L2A,4319.118464,,,sentinel-2b,sentinel-2,2022-08-20T17:32:11Z,0,
S2B_14TQM_20220820_2_L2A,4051.292353,,,sentinel-2b,sentinel-2,2022-08-20T17:32:11Z,0,
S2B_14TPM_20220820_0_L2A,11284.56133,S2B_MSIL2A_20220820T171859_N0400_R012_T14TPM_20220820T204953.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220820T204953_A028495_T14TPM_N04.00,sentinel-2b,sentinel-2,2022-08-20T17:32:13.603000Z,28.696898,
S2B_14TPM_20220820_2_L2A,11284.56133,,,sentinel-2b,sentinel-2,2022-08-20T17:32:13Z,0,
S2B_15TTF_20220820_0_L2A,2416.663937,S2B_MSIL2A_20220820T171859_N0400_R012_T15TTF_20220820T204953.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220820T204953_A028495_T15TTF_N04.00,sentinel-2b,sentinel-2,2022-08-20T17:32:22.375000Z,56.081879,
S2B_14TQL_20220820_0_L2A,2968.464761,S2B_MSIL2A_20220820T171859_N0400_R012_T14TQL_20220820T204953.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220820T204953_A028495_T14TQL_N04.00,sentinel-2b,sentinel-2,2022-08-20T17:32:22.956000Z,54.576755,
S2B_15TTF_20220820_1_L2A,2416.663937,,,sentinel-2b,sentinel-2,2022-08-20T17:32:22Z,0,
S2B_14TQL_20220820_1_L2A,2968.464761,,,sentinel-2b,sentinel-2,2022-08-20T17:32:22Z,0,
S2B_14TPL_20220820_0_L2A,12057.8266,S2B_MSIL2A_20220820T171859_N0400_R012_T14TPL_20220820T204953.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220820T204953_A028495_T14TPL_N04.00,sentinel-2b,sentinel-2,2022-08-20T17:32:27.389000Z,46.675488,
S2B_14TPL_20220820_1_L2A,12057.8266,,,sentinel-2b,sentinel-2,2022-08-20T17:32:27Z,0,
S2B_40RCN_20220821_0_L2A,12058.67734,S2B_MSIL2A_20220821T064629_N0400_R020_T40RCN_20220821T093800.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220821T093800_A028503_T40RCN_N04.00,sentinel-2b,sentinel-2,2022-08-21T07:02:42.569000Z,0.511657,
S2B_40RBN_20220821_0_L2A,8582.472655,S2B_MSIL2A_20220821T064629_N0400_R020_T40RBN_20220821T093800.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220821T093800_A028503_T40RBN_N04.00,sentinel-2b,sentinel-2,2022-08-21T07:02:45.912000Z,0.230072,
S2B_39RZH_20220821_0_L2A,7872.623486,S2B_MSIL2A_20220821T064629_N0400_R020_T39RZH_20220821T093800.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220821T093800_A028503_T39RZH_N04.00,sentinel-2b,sentinel-2,2022-08-21T07:02:46.444000Z,0.24472,
S2A_23KPR_20220821_0_L2A,7496.551177,S2A_MSIL2A_20220821T130301_N0400_R095_T23KPR_20220821T190554.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220821T190554_A037415_T23KPR_N04.00,sentinel-2a,sentinel-2,2022-08-21T13:08:37.860000Z,87.05911,
S2A_23KNR_20220821_0_L2A,5555.344431,S2A_MSIL2A_20220821T130301_N0400_R095_T23KNR_20220821T190554.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220821T190554_A037415_T23KNR_N04.00,sentinel-2a,sentinel-2,2022-08-21T13:08:39.594000Z,94.301015,
S2A_23KPQ_20220821_0_L2A,12057.79934,S2A_MSIL2A_20220821T130301_N0400_R095_T23KPQ_20220821T190554.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220821T190554_A037415_T23KPQ_N04.00,sentinel-2a,sentinel-2,2022-08-21T13:08:49.156000Z,67.791498,
S2A_23KNQ_20220821_0_L2A,9602.758278,S2A_MSIL2A_20220821T130301_N0400_R095_T23KNQ_20220821T190554.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220821T190554_A037415_T23KNQ_N04.00,sentinel-2a,sentinel-2,2022-08-21T13:08:52.651000Z,88.043159,
S2A_17RMP_20220821_0_L2A,12064.34508,S2A_MSIL2A_20220821T155921_N0400_R097_T17RMP_20220822T004200.SAFE,S2A_OPER_MSI_L2A_TL_ATOS_20220822T004200_A037417_T17RMP_N04.00,sentinel-2a,sentinel-2,2022-08-21T16:15:12.762000Z,72.03294,
S2B_11SLT_20220821_0_L2A,12058.68898,S2B_MSIL2A_20220821T182919_N0400_R027_T11SLT_20220821T222929.SAFE,S2B_OPER_MSI_L2A_TL_2BPS_20220821T222929_A028510_T11SLT_N04.00,sentinel-2b,sentinel-2,2022-08-21T18:45:04.193000Z,68.101174,
